bianma,riqi,xiaoliang
2001,20151016,2
2001,20151017,2
2001,20151018,2
2001,20151019,2
2001,20151020,2
2001,20151021,2
2001,20151022,2
2001,20151023,2
2001,20151024,2
2001,20151025,2
2001,20151026,2
2001,20151027,2
2001,20151028,2
2001,20151029,2
2002,20150901,2
2002,20150902,3
2002,20150903,2
2002,20150904,2
2002,20150905,2
2002,20150906,2
2002,20150907,3
2002,20150908,2
2002,20150909,3
2002,20150911,2
2002,20150912,2
2002,20150913,2
2002,20150914,3
2002,20150915,2
2002,20150916,3
2002,20150917,2
2002,20150918,2
2002,20150919,2
2002,20150920,2
2002,20150921,3
2002,20150922,2
2002,20150923,3
2002,20150924,2
2002,20150925,2
2002,20150926,2
2002,20150927,2
2002,20150928,3
2002,20150929,2
2002,20150930,3
2002,20151001,2
2002,20151002,2
2002,20151003,2
2002,20151004,2
2002,20151005,3
2002,20151006,2
2002,20151007,3
2002,20151008,2
2002,20151009,2
2002,20151010,2
2002,20151011,2
2002,20151012,3
2002,20151013,2
2002,20151014,3
2002,20151015,2
2002,20151016,2
2002,20151017,2
2002,20151018,2
2002,20151019,3
2002,20151020,2
2002,20151021,3
2002,20151022,2
2002,20151023,2
2002,20151024,2
2002,20151025,2
2002,20151026,3
2002,20151027,2
2002,20151028,3
2002,20151029,2
2003,20150901,1
2003,20150902,1
2003,20150903,1
2003,20150904,1
2003,20150905,1
2003,20150906,1
2003,20150907,2
2003,20150908,1
2003,20150909,1
2003,20150911,1
2003,20150912,1
2003,20150913,1
2003,20150914,2
2003,20150915,1
2003,20150916,1
2003,20150917,1
2003,20150918,1
2003,20150919,1
2003,20150920,1
2003,20150921,2
2003,20150922,1
2003,20150923,1
2003,20150924,1
2003,20150925,1
2003,20150926,1
2003,20150927,1
2003,20150928,2
2003,20150929,1
2003,20150930,1
2003,20151001,1
2003,20151002,1
2003,20151003,1
2003,20151004,1
2003,20151005,2
2003,20151006,1
2003,20151007,1
2003,20151008,1
2003,20151009,1
2003,20151010,1
2003,20151011,2
2003,20151012,2
2003,20151013,1
2003,20151014,1
2003,20151015,1
2003,20151016,1
2003,20151017,1
2003,20151018,2
2003,20151019,2
2003,20151020,1
2003,20151021,1
2003,20151022,1
2003,20151023,1
2003,20151024,1
2003,20151025,2
2003,20151026,2
2003,20151027,2
2003,20151028,1
2003,20151029,1
2004,20150901,0
2004,20150902,0
2004,20150903,0
2004,20150904,0
2004,20150905,0
2004,20150906,0
2004,20150907,0
2004,20150908,0
2004,20150909,0
2004,20150911,0
2004,20150912,0
2004,20150913,0
2004,20150914,0
2004,20150915,0
2004,20150916,0
2004,20150917,0
2004,20150918,0
2004,20150919,0
2004,20150920,0
2004,20150921,0
2004,20150922,0
2004,20150923,0
2004,20150924,0
2004,20150925,0
2004,20150926,0
2004,20150927,0
2004,20150928,0
2004,20150929,0
2004,20150930,0
2004,20151001,0
2004,20151002,0
2004,20151003,0
2004,20151004,0
2004,20151005,0
2004,20151006,0
2004,20151007,0
2004,20151008,0
2004,20151009,0
2004,20151010,0
2004,20151011,0
2004,20151012,0
2004,20151013,0
2004,20151014,0
2004,20151015,0
2004,20151016,0
2004,20151017,0
2004,20151018,0
2004,20151019,0
2004,20151020,0
2004,20151021,0
2004,20151022,0
2004,20151023,0
2004,20151024,0
2004,20151025,0
2004,20151026,0
2004,20151027,0
2004,20151028,0
2004,20151029,0
2005,20150901,3
2005,20150902,3
2005,20150903,3
2005,20150904,3
2005,20150905,2
2005,20150906,3
2005,20150907,3
2005,20150908,3
2005,20150909,3
2005,20150911,2
2005,20150912,2
2005,20150913,3
2005,20150914,3
2005,20150915,3
2005,20150916,3
2005,20150917,2
2005,20150918,2
2005,20150919,2
2005,20150920,3
2005,20150921,3
2005,20150922,3
2005,20150923,3
2005,20150924,2
2005,20150925,2
2005,20150926,2
2005,20150927,3
2005,20150928,3
2005,20150929,3
2005,20150930,3
2005,20151001,3
2005,20151002,3
2005,20151003,3
2005,20151004,3
2005,20151005,3
2005,20151006,3
2005,20151007,3
2005,20151008,2
2005,20151009,2
2005,20151010,2
2005,20151011,3
2005,20151012,3
2005,20151013,3
2005,20151014,3
2005,20151015,2
2005,20151016,2
2005,20151017,2
2005,20151018,3
2005,20151019,3
2005,20151020,3
2005,20151021,3
2005,20151022,2
2005,20151023,2
2005,20151024,2
2005,20151025,3
2005,20151026,3
2005,20151027,3
2005,20151028,3
2005,20151029,2
2006,20150901,8
2006,20150902,13
2006,20150903,7
2006,20150904,7
2006,20150905,8
2006,20150906,7
2006,20150907,9
2006,20150908,8
2006,20150909,13
2006,20150911,7
2006,20150912,8
2006,20150913,7
2006,20150914,9
2006,20150915,8
2006,20150916,13
2006,20150917,8
2006,20150918,8
2006,20150919,8
2006,20150920,7
2006,20150921,9
2006,20150922,8
2006,20150923,13
2006,20150924,8
2006,20150925,8
2006,20150926,8
2006,20150927,8
2006,20150928,9
2006,20150929,9
2006,20150930,14
2006,20151001,8
2006,20151002,8
2006,20151003,8
2006,20151004,8
2006,20151005,9
2006,20151006,9
2006,20151007,14
2006,20151008,8
2006,20151009,8
2006,20151010,8
2006,20151011,8
2006,20151012,9
2006,20151013,9
2006,20151014,14
2006,20151015,8
2006,20151016,8
2006,20151017,9
2006,20151018,8
2006,20151019,10
2006,20151020,9
2006,20151021,14
2006,20151022,8
2006,20151023,8
2006,20151024,9
2006,20151025,8
2006,20151026,10
2006,20151027,9
2006,20151028,15
2006,20151029,9
2007,20150901,1
2007,20150902,1
2007,20150903,0
2007,20150904,1
2007,20150905,1
2007,20150906,1
2007,20150907,1
2007,20150908,1
2007,20150909,1
2007,20150911,1
2007,20150912,1
2007,20150913,1
2007,20150914,1
2007,20150915,1
2007,20150916,1
2007,20150917,0
2007,20150918,1
2007,20150919,1
2007,20150920,1
2007,20150921,1
2007,20150922,1
2007,20150923,1
2007,20150924,0
2007,20150925,1
2007,20150926,1
2007,20150927,1
2007,20150928,1
2007,20150929,1
2007,20150930,1
2007,20151001,0
2007,20151002,1
2007,20151003,1
2007,20151004,1
2007,20151005,1
2007,20151006,1
2007,20151007,1
2007,20151008,0
2007,20151009,1
2007,20151010,1
2007,20151011,1
2007,20151012,1
2007,20151013,1
2007,20151014,1
2007,20151015,0
2007,20151016,1
2007,20151017,1
2007,20151018,1
2007,20151019,1
2007,20151020,1
2007,20151021,1
2007,20151022,0
2007,20151023,1
2007,20151024,1
2007,20151025,1
2007,20151026,1
2007,20151027,0
2007,20151028,1
2007,20151029,0
2008,20150901,4
2008,20150902,4
2008,20150903,4
2008,20150904,4
2008,20150905,4
2008,20150906,4
2008,20150907,4
2008,20150908,4
2008,20150909,4
2008,20150911,4
2008,20150912,4
2008,20150913,4
2008,20150914,4
2008,20150915,4
2008,20150916,4
2008,20150917,4
2008,20150918,3
2008,20150919,3
2008,20150920,3
2008,20150921,3
2008,20150922,3
2008,20150923,3
2008,20150924,3
2008,20150925,3
2008,20150926,3
2008,20150927,3
2008,20150928,3
2008,20150929,3
2008,20150930,3
2008,20151001,4
2008,20151002,4
2008,20151003,4
2008,20151004,4
2008,20151005,4
2008,20151006,4
2008,20151007,4
2008,20151008,4
2008,20151009,4
2008,20151010,4
2008,20151011,4
2008,20151012,4
2008,20151013,4
2008,20151014,4
2008,20151015,4
2008,20151016,4
2008,20151017,4
2008,20151018,3
2008,20151019,3
2008,20151020,3
2008,20151021,3
2008,20151022,3
2008,20151023,3
2008,20151024,3
2008,20151025,3
2008,20151026,3
2008,20151027,3
2008,20151028,3
2008,20151029,3
2009,20150901,4
2009,20150902,6
2009,20150903,3
2009,20150904,3
2009,20150905,4
2009,20150906,3
2009,20150907,3
2009,20150908,4
2009,20150909,6
2009,20150911,3
2009,20150912,4
2009,20150913,3
2009,20150914,3
2009,20150915,4
2009,20150916,6
2009,20150917,3
2009,20150918,3
2009,20150919,4
2009,20150920,3
2009,20150921,3
2009,20150922,4
2009,20150923,6
2009,20150924,3
2009,20150925,3
2009,20150926,4
2009,20150927,3
2009,20150928,3
2009,20150929,4
2009,20150930,6
2009,20151001,3
2009,20151002,3
2009,20151003,4
2009,20151004,3
2009,20151005,3
2009,20151006,4
2009,20151007,6
2009,20151008,3
2009,20151009,3
2009,20151010,4
2009,20151011,3
2009,20151012,3
2009,20151013,4
2009,20151014,6
2009,20151015,3
2009,20151016,3
2009,20151017,4
2009,20151018,3
2009,20151019,3
2009,20151020,4
2009,20151021,6
2009,20151022,3
2009,20151023,3
2009,20151024,4
2009,20151025,3
2009,20151026,3
2009,20151027,4
2009,20151028,6
2009,20151029,3
2010,20150901,2
2010,20150902,3
2010,20150903,1
2010,20150904,1
2010,20150905,2
2010,20150906,1
2010,20150907,1
2010,20150908,2
2010,20150909,3
2010,20150911,1
2010,20150912,2
2010,20150913,1
2010,20150914,1
2010,20150915,2
2010,20150916,3
2010,20150917,1
2010,20150918,1
2010,20150919,2
2010,20150920,1
2010,20150921,1
2010,20150922,2
2010,20150923,3
2010,20150924,1
2010,20150925,1
2010,20150926,2
2010,20150927,1
2010,20150928,1
2010,20150929,2
2010,20150930,3
2010,20151001,1
2010,20151002,1
2010,20151003,2
2010,20151004,1
2010,20151005,1
2010,20151006,2
2010,20151007,3
2010,20151008,1
2010,20151009,1
2010,20151010,2
2010,20151011,1
2010,20151012,1
2010,20151013,2
2010,20151014,3
2010,20151015,1
2010,20151016,1
2010,20151017,2
2010,20151018,1
2010,20151019,2
2010,20151020,2
2010,20151021,3
2010,20151022,1
2010,20151023,1
2010,20151024,2
2010,20151025,1
2010,20151026,2
2010,20151027,2
2010,20151028,3
2010,20151029,1
2011,20150901,7
2011,20150902,8
2011,20150903,7
2011,20150904,7
2011,20150905,7
2011,20150906,6
2011,20150907,6
2011,20150908,7
2011,20150909,8
2011,20150911,7
2011,20150912,7
2011,20150913,6
2011,20150914,6
2011,20150915,7
2011,20150916,8
2011,20150917,7
2011,20150918,7
2011,20150919,7
2011,20150920,6
2011,20150921,6
2011,20150922,7
2011,20150923,8
2011,20150924,7
2011,20150925,7
2011,20150926,7
2011,20150927,6
2011,20150928,6
2011,20150929,7
2011,20150930,8
2011,20151001,7
2011,20151002,7
2011,20151003,7
2011,20151004,6
2011,20151005,6
2011,20151006,7
2011,20151007,8
2011,20151008,7
2011,20151009,7
2011,20151010,7
2011,20151011,6
2011,20151012,6
2011,20151013,7
2011,20151014,8
2011,20151015,7
2011,20151016,7
2011,20151017,7
2011,20151018,6
2011,20151019,6
2011,20151020,7
2011,20151021,8
2011,20151022,7
2011,20151023,7
2011,20151024,7
2011,20151025,6
2011,20151026,6
2011,20151027,7
2011,20151028,8
2011,20151029,7
2012,20150901,0
2012,20150902,1
2012,20150903,1
2012,20150904,1
2012,20150905,1
2012,20150906,1
2012,20150907,1
2012,20150908,1
2012,20150909,1
2012,20150911,1
2012,20150912,1
2012,20150913,1
2012,20150914,1
2012,20150915,1
2012,20150916,1
2012,20150917,1
2012,20150918,1
2012,20150919,1
2012,20150920,1
2012,20150921,1
2012,20150922,1
2012,20150923,1
2012,20150924,1
2012,20150925,1
2012,20150926,1
2012,20150927,1
2012,20150928,1
2012,20150929,1
2012,20150930,1
2012,20151001,1
2012,20151002,1
2012,20151003,1
2012,20151004,1
2012,20151005,1
2012,20151006,1
2012,20151007,1
2012,20151008,1
2012,20151009,1
2012,20151010,1
2012,20151011,1
2012,20151012,1
2012,20151013,1
2012,20151014,1
2012,20151015,1
2012,20151016,1
2012,20151017,1
2012,20151018,1
2012,20151019,1
2012,20151020,1
2012,20151021,1
2012,20151022,1
2012,20151023,1
2012,20151024,1
2012,20151025,1
2012,20151026,1
2012,20151027,1
2012,20151028,1
2012,20151029,1
2013,20150901,4
2013,20150902,3
2013,20150903,3
2013,20150904,3
2013,20150905,3
2013,20150906,3
2013,20150907,3
2013,20150908,3
2013,20150909,3
2013,20150911,3
2013,20150912,3
2013,20150913,3
2013,20150914,3
2013,20150915,3
2013,20150916,3
2013,20150917,3
2013,20150918,3
2013,20150919,3
2013,20150920,3
2013,20150921,3
2013,20150922,3
2013,20150923,3
2013,20150924,3
2013,20150925,3
2013,20150926,3
2013,20150927,3
2013,20150928,3
2013,20150929,3
2013,20150930,3
2013,20151001,3
2013,20151002,3
2013,20151003,3
2013,20151004,3
2013,20151005,3
2013,20151006,3
2013,20151007,3
2013,20151008,3
2013,20151009,3
2013,20151010,3
2013,20151011,3
2013,20151012,3
2013,20151013,3
2013,20151014,3
2013,20151015,3
2013,20151016,3
2013,20151017,3
2013,20151018,3
2013,20151019,3
2013,20151020,3
2013,20151021,3
2013,20151022,3
2013,20151023,3
2013,20151024,3
2013,20151025,3
2013,20151026,3
2013,20151027,3
2013,20151028,3
2013,20151029,3
2014,20150901,6
2014,20150902,6
2014,20150903,6
2014,20150904,6
2014,20150905,5
2014,20150906,5
2014,20150907,6
2014,20150908,6
2014,20150909,6
2014,20150911,6
2014,20150912,5
2014,20150913,5
2014,20150914,6
2014,20150915,6
2014,20150916,6
2014,20150917,6
2014,20150918,6
2014,20150919,5
2014,20150920,5
2014,20150921,6
2014,20150922,6
2014,20150923,6
2014,20150924,6
2014,20150925,6
2014,20150926,5
2014,20150927,5
2014,20150928,6
2014,20150929,6
2014,20150930,6
2014,20151001,5
2014,20151002,5
2014,20151003,5
2014,20151004,5
2014,20151005,5
2014,20151006,5
2014,20151007,5
2014,20151008,6
2014,20151009,6
2014,20151010,6
2014,20151011,5
2014,20151012,6
2014,20151013,6
2014,20151014,6
2014,20151015,6
2014,20151016,6
2014,20151017,5
2014,20151018,5
2014,20151019,6
2014,20151020,6
2014,20151021,6
2014,20151022,6
2014,20151023,6
2014,20151024,5
2014,20151025,5
2014,20151026,6
2014,20151027,6
2014,20151028,6
2014,20151029,6
2015,20150901,1
2015,20150902,2
2015,20150903,2
2015,20150904,2
2015,20150905,2
2015,20150906,2
2015,20150907,2
2015,20150908,2
2015,20150909,2
2015,20150911,2
2015,20150912,2
2015,20150913,2
2015,20150914,2
2015,20150915,2
2015,20150916,2
2015,20150917,2
2015,20150918,2
2015,20150919,2
2015,20150920,2
2015,20150921,2
2015,20150922,2
2015,20150923,2
2015,20150924,2
2015,20150925,2
2015,20150926,2
2015,20150927,2
2015,20150928,2
2015,20150929,2
2015,20150930,2
2015,20151001,1
2015,20151002,2
2015,20151003,2
2015,20151004,2
2015,20151005,2
2015,20151006,2
2015,20151007,2
2015,20151008,2
2015,20151009,2
2015,20151010,2
2015,20151011,2
2015,20151012,2
2015,20151013,2
2015,20151014,2
2015,20151015,2
2015,20151016,2
2015,20151017,2
2015,20151018,2
2015,20151019,2
2015,20151020,2
2015,20151021,2
2015,20151022,2
2015,20151023,2
2015,20151024,2
2015,20151025,2
2015,20151026,2
2015,20151027,2
2015,20151028,2
2015,20151029,2
2101,20150901,1
2101,20150902,0
2101,20150903,0
2101,20150904,0
2101,20150905,0
2101,20150906,0
2101,20150907,0
2101,20150908,0
2101,20150909,0
2101,20150911,0
2101,20150912,0
2101,20150913,0
2101,20150914,0
2101,20150915,0
2101,20150916,0
2101,20150917,0
2101,20150918,0
2101,20150919,0
2101,20150920,0
2101,20150921,0
2101,20150922,0
2101,20150923,0
2101,20150924,0
2101,20150925,0
2101,20150926,0
2101,20150927,0
2101,20150928,0
2101,20150929,0
2101,20150930,0
2101,20151001,1
2101,20151002,0
2101,20151003,0
2101,20151004,0
2101,20151005,0
2101,20151006,0
2101,20151007,0
2101,20151008,0
2101,20151009,0
2101,20151010,0
2101,20151011,0
2101,20151012,0
2101,20151013,0
2101,20151014,0
2101,20151015,0
2101,20151016,0
2101,20151017,0
2101,20151018,0
2101,20151019,0
2101,20151020,0
2101,20151021,0
2101,20151022,0
2101,20151023,0
2101,20151024,0
2101,20151025,0
2101,20151026,0
2101,20151027,0
2101,20151028,0
2101,20151029,0
2103,20150901,1
2103,20150902,1
2103,20150903,1
2103,20150904,1
2103,20150905,0
2103,20150906,0
2103,20150907,1
2103,20150908,1
2103,20150909,1
2103,20150911,1
2103,20150912,0
2103,20150913,0
2103,20150914,1
2103,20150915,1
2103,20150916,1
2103,20150917,1
2103,20150918,1
2103,20150919,0
2103,20150920,0
2103,20150921,1
2103,20150922,1
2103,20150923,1
2103,20150924,1
2103,20150925,1
2103,20150926,0
2103,20150927,0
2103,20150928,1
2103,20150929,1
2103,20150930,1
2103,20151001,0
2103,20151002,0
2103,20151003,0
2103,20151004,0
2103,20151005,0
2103,20151006,0
2103,20151007,0
2103,20151008,1
2103,20151009,1
2103,20151010,1
2103,20151011,0
2103,20151012,1
2103,20151013,1
2103,20151014,1
2103,20151015,1
2103,20151016,1
2103,20151017,0
2103,20151018,0
2103,20151019,1
2103,20151020,1
2103,20151021,1
2103,20151022,1
2103,20151023,1
2103,20151024,0
2103,20151025,0
2103,20151026,1
2103,20151027,1
2103,20151028,1
2103,20151029,1
2104,20150901,0
2104,20150902,0
2104,20150903,0
2104,20150904,0
2104,20150905,0
2104,20150906,0
2104,20150907,0
2104,20150908,0
2104,20150909,0
2104,20150911,0
2104,20150912,0
2104,20150913,0
2104,20150914,0
2104,20150915,0
2104,20150916,0
2104,20150917,0
2104,20150918,0
2104,20150919,0
2104,20150920,0
2104,20150921,0
2104,20150922,0
2104,20150923,0
2104,20150924,0
2104,20150925,0
2104,20150926,0
2104,20150927,0
2104,20150928,0
2104,20150929,0
2104,20150930,0
2104,20151001,0
2104,20151002,0
2104,20151003,0
2104,20151004,0
2104,20151005,0
2104,20151006,0
2104,20151007,0
2104,20151008,0
2104,20151009,0
2104,20151010,0
2104,20151011,0
2104,20151012,0
2104,20151013,0
2104,20151014,0
2104,20151015,0
2104,20151016,0
2104,20151017,0
2104,20151018,0
2104,20151019,0
2104,20151020,0
2104,20151021,0
2104,20151022,0
2104,20151023,0
2104,20151024,0
2104,20151025,0
2104,20151026,0
2104,20151027,0
2104,20151028,0
2104,20151029,0
2105,20150901,1
2105,20150902,1
2105,20150903,1
2105,20150904,1
2105,20150905,1
2105,20150906,1
2105,20150907,1
2105,20150908,1
2105,20150909,1
2105,20150911,1
2105,20150912,1
2105,20150913,1
2105,20150914,1
2105,20150915,1
2105,20150916,1
2105,20150917,1
2105,20150918,1
2105,20150919,1
2105,20150920,1
2105,20150921,1
2105,20150922,1
2105,20150923,1
2105,20150924,1
2105,20150925,1
2105,20150926,1
2105,20150927,1
2105,20150928,1
2105,20150929,1
2105,20150930,1
2105,20151001,1
2105,20151002,1
2105,20151003,1
2105,20151004,1
2105,20151005,1
2105,20151006,1
2105,20151007,1
2105,20151008,1
2105,20151009,1
2105,20151010,1
2105,20151011,1
2105,20151012,1
2105,20151013,1
2105,20151014,1
2105,20151015,1
2105,20151016,1
2105,20151017,1
2105,20151018,1
2105,20151019,1
2105,20151020,1
2105,20151021,1
2105,20151022,1
2105,20151023,1
2105,20151024,1
2105,20151025,1
2105,20151026,1
2105,20151027,1
2105,20151028,1
2105,20151029,1
2106,20150901,0
2106,20150902,0
2106,20150903,0
2106,20150904,0
2106,20150905,0
2106,20150906,0
2106,20150907,0
2106,20150908,0
2106,20150909,0
2106,20150911,0
2106,20150912,0
2106,20150913,0
2106,20150914,0
2106,20150915,0
2106,20150916,0
2106,20150917,0
2106,20150918,0
2106,20150919,0
2106,20150920,0
2106,20150921,0
2106,20150922,0
2106,20150923,0
2106,20150924,0
2106,20150925,0
2106,20150926,0
2106,20150927,0
2106,20150928,0
2106,20150929,0
2106,20150930,0
2106,20151001,0
2106,20151002,0
2106,20151003,0
2106,20151004,0
2106,20151005,0
2106,20151006,0
2106,20151007,0
2106,20151008,0
2106,20151009,0
2106,20151010,0
2106,20151011,0
2106,20151012,0
2106,20151013,0
2106,20151014,0
2106,20151015,0
2106,20151016,0
2106,20151017,0
2106,20151018,0
2106,20151019,0
2106,20151020,0
2106,20151021,0
2106,20151022,0
2106,20151023,0
2106,20151024,0
2106,20151025,0
2106,20151026,0
2106,20151027,0
2106,20151028,0
2106,20151029,0
2201,20150901,11
2201,20150902,11
2201,20150903,11
2201,20150904,11
2201,20150905,12
2201,20150906,11
2201,20150907,11
2201,20150908,11
2201,20150909,11
2201,20150911,11
2201,20150912,12
2201,20150913,11
2201,20150914,11
2201,20150915,11
2201,20150916,11
2201,20150917,11
2201,20150918,11
2201,20150919,12
2201,20150920,11
2201,20150921,11
2201,20150922,11
2201,20150923,11
2201,20150924,11
2201,20150925,11
2201,20150926,12
2201,20150927,11
2201,20150928,12
2201,20150929,12
2201,20150930,12
2201,20151001,11
2201,20151002,11
2201,20151003,12
2201,20151004,11
2201,20151005,11
2201,20151006,11
2201,20151007,11
2201,20151008,11
2201,20151009,11
2201,20151010,12
2201,20151011,11
2201,20151012,11
2201,20151013,11
2201,20151014,11
2201,20151015,11
2201,20151016,11
2201,20151017,12
2201,20151018,11
2201,20151019,11
2201,20151020,11
2201,20151021,11
2201,20151022,11
2201,20151023,11
2201,20151024,12
2201,20151025,11
2201,20151026,11
2201,20151027,11
2201,20151028,12
2201,20151029,11
2202,20150901,10
2202,20150902,11
2202,20150903,9
2202,20150904,9
2202,20150905,9
2202,20150906,10
2202,20150907,10
2202,20150908,10
2202,20150909,11
2202,20150911,9
2202,20150912,9
2202,20150913,10
2202,20150914,10
2202,20150915,10
2202,20150916,11
2202,20150917,9
2202,20150918,9
2202,20150919,9
2202,20150920,10
2202,20150921,10
2202,20150922,10
2202,20150923,11
2202,20150924,9
2202,20150925,9
2202,20150926,9
2202,20150927,10
2202,20150928,10
2202,20150929,10
2202,20150930,11
2202,20151001,9
2202,20151002,9
2202,20151003,9
2202,20151004,10
2202,20151005,10
2202,20151006,10
2202,20151007,11
2202,20151008,9
2202,20151009,9
2202,20151010,9
2202,20151011,10
2202,20151012,10
2202,20151013,10
2202,20151014,11
2202,20151015,9
2202,20151016,9
2202,20151017,9
2202,20151018,10
2202,20151019,10
2202,20151020,10
2202,20151021,11
2202,20151022,9
2202,20151023,9
2202,20151024,9
2202,20151025,10
2202,20151026,10
2202,20151027,10
2202,20151028,11
2202,20151029,9
2203,20150901,10
2203,20150902,18
2203,20150903,13
2203,20150904,16
2203,20150905,18
2203,20150906,15
2203,20150907,12
2203,20150908,10
2203,20150909,18
2203,20150911,16
2203,20150912,19
2203,20150913,16
2203,20150914,12
2203,20150915,10
2203,20150916,18
2203,20150917,13
2203,20150918,16
2203,20150919,19
2203,20150920,16
2203,20150921,13
2203,20150922,10
2203,20150923,18
2203,20150924,13
2203,20150925,16
2203,20150926,19
2203,20150927,16
2203,20150928,13
2203,20150929,11
2203,20150930,19
2203,20151001,13
2203,20151002,17
2203,20151003,20
2203,20151004,16
2203,20151005,13
2203,20151006,11
2203,20151007,19
2203,20151008,14
2203,20151009,17
2203,20151010,20
2203,20151011,17
2203,20151012,13
2203,20151013,11
2203,20151014,19
2203,20151015,14
2203,20151016,17
2203,20151017,20
2203,20151018,17
2203,20151019,14
2203,20151020,11
2203,20151021,20
2203,20151022,14
2203,20151023,17
2203,20151024,21
2203,20151025,17
2203,20151026,14
2203,20151027,11
2203,20151028,20
2203,20151029,14
2204,20150901,4
2204,20150902,5
2204,20150903,2
2204,20150904,4
2204,20150905,4
2204,20150906,3
2204,20150907,3
2204,20150908,3
2204,20150909,5
2204,20150911,4
2204,20150912,4
2204,20150913,3
2204,20150914,3
2204,20150915,3
2204,20150916,5
2204,20150917,2
2204,20150918,4
2204,20150919,4
2204,20150920,3
2204,20150921,3
2204,20150922,3
2204,20150923,5
2204,20150924,2
2204,20150925,4
2204,20150926,4
2204,20150927,3
2204,20150928,3
2204,20150929,3
2204,20150930,5
2204,20151001,2
2204,20151002,4
2204,20151003,4
2204,20151004,3
2204,20151005,3
2204,20151006,3
2204,20151007,5
2204,20151008,2
2204,20151009,4
2204,20151010,4
2204,20151011,3
2204,20151012,3
2204,20151013,3
2204,20151014,5
2204,20151015,2
2204,20151016,4
2204,20151017,4
2204,20151018,3
2204,20151019,3
2204,20151020,3
2204,20151021,5
2204,20151022,2
2204,20151023,4
2204,20151024,4
2204,20151025,3
2204,20151026,3
2204,20151027,3
2204,20151028,5
2204,20151029,2
2205,20150901,6
2205,20150902,6
2205,20150903,6
2205,20150904,7
2205,20150905,6
2205,20150906,6
2205,20150907,6
2205,20150908,6
2205,20150909,6
2205,20150911,7
2205,20150912,6
2205,20150913,6
2205,20150914,6
2205,20150915,6
2205,20150916,6
2205,20150917,6
2205,20150918,8
2205,20150919,5
2205,20150920,5
2205,20150921,5
2205,20150922,5
2205,20150923,5
2205,20150924,5
2205,20150925,7
2205,20150926,5
2205,20150927,5
2205,20150928,5
2205,20150929,5
2205,20150930,7
2205,20151001,6
2205,20151002,6
2205,20151003,6
2205,20151004,6
2205,20151005,6
2205,20151006,6
2205,20151007,6
2205,20151008,6
2205,20151009,6
2205,20151010,7
2205,20151011,6
2205,20151012,6
2205,20151013,6
2205,20151014,6
2205,20151015,6
2205,20151016,8
2205,20151017,6
2205,20151018,6
2205,20151019,5
2205,20151020,5
2205,20151021,5
2205,20151022,5
2205,20151023,7
2205,20151024,5
2205,20151025,5
2205,20151026,5
2205,20151027,5
2205,20151028,5
2205,20151029,5
2206,20150901,5
2206,20150902,5
2206,20150903,5
2206,20150904,5
2206,20150905,5
2206,20150906,5
2206,20150907,5
2206,20150908,5
2206,20150909,5
2206,20150911,5
2206,20150912,5
2206,20150913,5
2206,20150914,5
2206,20150915,5
2206,20150916,5
2206,20150917,5
2206,20150918,5
2206,20150919,5
2206,20150920,5
2206,20150921,5
2206,20150922,5
2206,20150923,5
2206,20150924,5
2206,20150925,5
2206,20150926,5
2206,20150927,5
2206,20150928,5
2206,20150929,5
2206,20150930,5
2206,20151001,5
2206,20151002,5
2206,20151003,5
2206,20151004,5
2206,20151005,5
2206,20151006,5
2206,20151007,5
2206,20151008,5
2206,20151009,5
2206,20151010,5
2206,20151011,5
2206,20151012,5
2206,20151013,5
2206,20151014,5
2206,20151015,5
2206,20151016,5
2206,20151017,5
2206,20151018,5
2206,20151019,5
2206,20151020,5
2206,20151021,5
2206,20151022,5
2206,20151023,5
2206,20151024,5
2206,20151025,5
2206,20151026,5
2206,20151027,5
2206,20151028,5
2206,20151029,5
2207,20150901,3
2207,20150902,3
2207,20150903,3
2207,20150904,5
2207,20150905,3
2207,20150906,3
2207,20150907,3
2207,20150908,3
2207,20150909,3
2207,20150911,5
2207,20150912,4
2207,20150913,4
2207,20150914,4
2207,20150915,4
2207,20150916,4
2207,20150917,4
2207,20150918,5
2207,20150919,4
2207,20150920,3
2207,20150921,3
2207,20150922,3
2207,20150923,3
2207,20150924,3
2207,20150925,5
2207,20150926,3
2207,20150927,3
2207,20150928,3
2207,20150929,3
2207,20150930,5
2207,20151001,3
2207,20151002,3
2207,20151003,3
2207,20151004,3
2207,20151005,3
2207,20151006,3
2207,20151007,3
2207,20151008,3
2207,20151009,3
2207,20151010,5
2207,20151011,4
2207,20151012,4
2207,20151013,4
2207,20151014,4
2207,20151015,4
2207,20151016,5
2207,20151017,4
2207,20151018,4
2207,20151019,4
2207,20151020,3
2207,20151021,3
2207,20151022,3
2207,20151023,5
2207,20151024,3
2207,20151025,3
2207,20151026,3
2207,20151027,3
2207,20151028,3
2207,20151029,3
2208,20150901,2
2208,20150902,2
2208,20150903,2
2208,20150904,2
2208,20150905,2
2208,20150906,2
2208,20150907,2
2208,20150908,2
2208,20150909,2
2208,20150911,2
2208,20150912,2
2208,20150913,2
2208,20150914,2
2208,20150915,2
2208,20150916,2
2208,20150917,2
2208,20150918,2
2208,20150919,2
2208,20150920,2
2208,20150921,2
2208,20150922,2
2208,20150923,2
2208,20150924,2
2208,20150925,2
2208,20150926,2
2208,20150927,2
2208,20150928,2
2208,20150929,2
2208,20150930,2
2208,20151001,2
2208,20151002,2
